2008,2,25,100000.0
2008,2,26,99977.0
2008,2,27,100822.0
2008,2,28,101397.0
2008,2,29,100641.0
2008,3,3,99180.0
2008,3,4,97981.0
2008,3,5,98088.0
2008,3,6,98088.0
2008,3,7,98088.0
2008,3,10,98088.0
2008,3,11,98088.0
2008,3,12,98088.0
2008,3,13,98088.0
2008,3,14,98088.0
2008,3,17,98088.0
2008,3,18,98088.0
2008,3,19,98088.0
2008,3,20,98088.0
2008,3,24,98088.0
2008,3,25,98088.0
2008,3,26,98088.0
2008,3,27,98088.0
2008,3,28,98088.0
2008,3,31,98088.0
2008,4,1,98088.0
2008,4,2,98181.0
2008,4,3,98222.0
2008,4,4,98213.0
2008,4,7,98225.0
2008,4,8,98239.0
2008,4,9,98052.0
2008,4,10,98179.0
2008,4,11,97994.0
2008,4,14,97750.0
2008,4,15,97704.0
2008,4,16,97704.0
2008,4,17,97704.0
2008,4,18,97704.0
2008,4,21,98002.0
2008,4,22,96197.0
2008,4,23,97002.0
2008,4,24,96456.0
2008,4,25,96842.0
2008,4,28,97023.0
2008,4,29,96925.0
2008,4,30,96851.0
2008,5,1,97170.0
2008,5,2,97229.0
2008,5,5,97422.0
2008,5,6,98415.0
2008,5,7,97435.0
2008,5,8,98049.0
2008,5,9,97399.0
2008,5,12,97953.0
2008,5,13,98025.0
2008,5,14,98025.0
2008,5,15,98025.0
2008,5,16,98243.0
2008,5,19,97954.0
2008,5,20,97870.0
2008,5,21,97344.0
2008,5,22,97558.0
2008,5,23,97198.0
2008,5,27,97366.0
2008,5,28,97366.0
2008,5,29,97366.0
2008,5,30,97366.0
2008,6,2,97366.0
2008,6,3,97366.0
2008,6,4,97366.0
2008,6,5,97366.0
2008,6,6,97366.0
2008,6,9,97366.0
2008,6,10,97366.0
2008,6,11,97366.0
2008,6,12,97366.0
2008,6,13,97366.0
2008,6,16,97366.0
2008,6,17,97366.0
2008,6,18,97366.0
2008,6,19,97366.0
2008,6,20,97366.0
2008,6,23,97366.0
2008,6,24,97366.0
2008,6,25,97366.0
2008,6,26,97366.0
2008,6,27,97366.0
2008,6,30,97366.0
2008,7,1,97366.0
2008,7,2,97366.0
2008,7,3,97366.0
2008,7,7,97366.0
2008,7,8,97366.0
2008,7,9,97366.0
2008,7,10,97366.0
2008,7,11,97366.0
2008,7,14,97366.0
2008,7,15,97366.0
2008,7,16,97366.0
2008,7,17,97366.0
2008,7,18,97366.0
2008,7,21,97366.0
2008,7,22,97366.0
2008,7,23,97366.0
2008,7,24,97366.0
2008,7,25,97366.0
2008,7,28,97366.0
2008,7,29,97366.0
2008,7,30,97366.0
2008,7,31,97368.0
2008,8,1,97308.0
2008,8,4,97308.0
2008,8,5,97396.0
2008,8,6,98348.0
2008,8,7,97923.0
2008,8,8,97805.0
2008,8,11,97859.0
2008,8,12,98772.0
2008,8,13,102555.0
2008,8,14,101846.0
2008,8,15,100386.0
2008,8,18,99235.0
2008,8,19,98962.0
2008,8,20,99075.0
2008,8,21,99207.0
2008,8,22,99323.0
2008,8,25,99323.0
2008,8,26,99323.0
2008,8,27,99323.0
2008,8,28,99323.0
2008,8,29,99323.0
2008,9,2,99323.0
2008,9,3,99323.0
2008,9,4,99323.0
2008,9,5,99323.0
2008,9,8,99323.0
2008,9,9,99323.0
2008,9,10,99323.0
2008,9,11,99323.0
2008,9,12,99323.0
2008,9,15,99323.0
2008,9,16,99323.0
2008,9,17,99323.0
2008,9,18,99323.0
2008,9,19,99323.0
2008,9,22,99323.0
2008,9,23,99323.0
2008,9,24,99323.0
2008,9,25,99323.0
2008,9,26,99323.0
2008,9,29,99323.0
2008,9,30,99323.0
2008,10,1,99323.0
2008,10,2,99323.0
2008,10,3,99323.0
2008,10,6,99323.0
2008,10,7,99323.0
2008,10,8,99323.0
2008,10,9,99323.0
2008,10,10,99323.0
2008,10,13,99323.0
2008,10,14,99323.0
2008,10,15,99323.0
2008,10,16,99323.0
2008,10,17,99323.0
2008,10,20,99323.0
2008,10,21,99323.0
2008,10,22,99323.0
2008,10,23,99323.0
2008,10,24,99323.0
2008,10,27,99323.0
2008,10,28,99323.0
2008,10,29,99323.0
2008,10,30,99323.0
2008,10,31,99323.0
2008,11,3,99323.0
2008,11,4,99323.0
2008,11,5,99310.0
2008,11,6,99294.0
2008,11,7,99288.0
2008,11,10,99268.0
2008,11,11,99267.0
2008,11,12,99267.0
2008,11,13,99267.0
2008,11,14,99267.0
2008,11,17,99267.0
2008,11,18,99267.0
2008,11,19,99267.0
2008,11,20,99267.0
2008,11,21,99267.0
2008,11,24,99267.0
2008,11,25,99267.0
2008,11,26,99267.0
2008,11,28,99267.0
2008,12,1,99267.0
2008,12,2,99267.0
2008,12,3,99267.0
2008,12,4,99267.0
2008,12,5,99267.0
2008,12,8,99267.0
2008,12,9,99142.0
2008,12,10,99148.0
2008,12,11,99165.0
2008,12,12,99142.0
2008,12,15,99103.0
2008,12,16,99103.0
2008,12,17,99108.0
2008,12,18,99217.0
2008,12,19,99289.0
2008,12,22,99276.0
