2008,1,3,50000.0
2008,1,4,49806.0
2008,1,7,49022.0
2008,1,8,47150.0
2008,1,9,47734.0
2008,1,10,50279.0
2008,1,11,50864.0
2008,1,14,51734.0
2008,1,15,50079.0
2008,1,16,51289.0
2008,1,17,50249.0
2008,1,18,49704.0
2008,1,22,50384.0
2008,1,23,52764.0
2008,1,24,53449.0
2008,1,25,54839.0
2008,1,28,55629.0
2008,1,29,56844.0
2008,1,30,58914.0
2008,1,31,60976.0
2008,2,1,61153.0
2008,2,4,60093.0
2008,2,5,58731.0
2008,2,6,59281.0
2008,2,7,60298.0
2008,2,8,61955.0
2008,2,11,61180.0
2008,2,12,61190.0
2008,2,13,61890.0
2008,2,14,61512.0
2008,2,15,61710.0
2008,2,19,61493.0
2008,2,20,61419.0
2008,2,21,61270.0
2008,2,22,61271.0
2008,2,25,61697.0
2008,2,26,61975.0
2008,2,27,62025.0
2008,2,28,60971.0
2008,2,29,58749.0
2008,3,3,59111.0
2008,3,4,57441.0
2008,3,5,57606.0
2008,3,6,56311.0
2008,3,7,56143.0
2008,3,10,55336.0
2008,3,11,56735.0
2008,3,12,56381.0
2008,3,13,56912.0
2008,3,14,55660.0
2008,3,17,53903.0
2008,3,18,55615.0
2008,3,19,54765.0
2008,3,20,56212.0
2008,3,24,58272.0
2008,3,25,58730.0
2008,3,26,57631.0
2008,3,27,56720.0
2008,3,28,56371.0
2008,3,31,56965.0
2008,4,1,58713.0
2008,4,2,58901.0
2008,4,3,59259.0
2008,4,4,59071.0
2008,4,7,59317.0
2008,4,8,59017.0
2008,4,9,58867.0
2008,4,10,57367.0
2008,4,11,56567.0
2008,4,14,54817.0
2008,4,15,54867.0
2008,4,16,54467.0
2008,4,17,55917.0
2008,4,18,57684.0
2008,4,21,57129.0
2008,4,22,56443.0
2008,4,23,56394.0
2008,4,24,57202.0
2008,4,25,58312.0
2008,4,28,58135.0
2008,4,29,58191.0
2008,4,30,58199.0
2008,5,1,59249.0
2008,5,2,59349.0
2008,5,5,58699.0
2008,5,6,58649.0
2008,5,7,58099.0
2008,5,8,57899.0
2008,5,9,57549.0
2008,5,12,58299.0
2008,5,13,57749.0
2008,5,14,58949.0
2008,5,15,60099.0
2008,5,16,59849.0
2008,5,19,58449.0
2008,5,20,58299.0
2008,5,21,57949.0
2008,5,22,58149.0
2008,5,23,57899.0
2008,5,27,58299.0
2008,5,28,58099.0
2008,5,29,58399.0
2008,5,30,58799.0
2008,6,2,58149.0
2008,6,3,57749.0
2008,6,4,58049.0
2008,6,5,58699.0
2008,6,6,58199.0
2008,6,9,57349.0
2008,6,10,56499.0
2008,6,11,55799.0
2008,6,12,56399.0
2008,6,13,56799.0
2008,6,16,57199.0
2008,6,17,56699.0
2008,6,18,56749.0
2008,6,19,56749.0
2008,6,20,56191.0
2008,6,23,55401.0
2008,6,24,54946.0
2008,6,25,55160.0
2008,6,26,53880.0
2008,6,27,53180.0
2008,6,30,53343.0
2008,7,1,53635.0
2008,7,2,53300.0
2008,7,3,53149.0
2008,7,7,53699.0
2008,7,8,54009.0
2008,7,9,52534.0
2008,7,10,51214.0
2008,7,11,50662.0
2008,7,14,48893.0
2008,7,15,48981.0
2008,7,16,53429.0
2008,7,17,57445.0
2008,7,18,57021.0
2008,7,21,56404.0
2008,7,22,58916.0
2008,7,23,55909.0
2008,7,24,53269.0
2008,7,25,53765.0
2008,7,28,52172.0
2008,7,29,54023.0
2008,7,30,54123.0
