2009,3,9,AES,Buy,100
2009,3,16,AES,Sell,100
2008,9,15,AIG,Buy,100
2008,9,22,AIG,Sell,100
2008,9,16,AIG,Buy,100
2008,9,23,AIG,Sell,100
2008,9,17,AIG,Buy,100
2008,9,24,AIG,Sell,100
2008,9,18,AIG,Buy,100
2008,9,25,AIG,Sell,100
2008,9,19,AIG,Buy,100
2008,9,26,AIG,Sell,100
2008,9,22,AIG,Buy,100
2008,9,29,AIG,Sell,100
2008,9,24,AIG,Buy,100
2008,10,1,AIG,Sell,100
2008,9,25,AIG,Buy,100
2008,10,2,AIG,Sell,100
2008,9,26,AIG,Buy,100
2008,10,3,AIG,Sell,100
2008,9,29,AIG,Buy,100
2008,10,6,AIG,Sell,100
2008,9,30,AIG,Buy,100
2008,10,7,AIG,Sell,100
2008,10,1,AIG,Buy,100
2008,10,8,AIG,Sell,100
2008,10,2,AIG,Buy,100
2008,10,9,AIG,Sell,100
2008,10,3,AIG,Buy,100
2008,10,10,AIG,Sell,100
2008,10,6,AIG,Buy,100
2008,10,13,AIG,Sell,100
2008,10,7,AIG,Buy,100
2008,10,14,AIG,Sell,100
2008,10,8,AIG,Buy,100
2008,10,15,AIG,Sell,100
2008,10,9,AIG,Buy,100
2008,10,16,AIG,Sell,100
2008,10,10,AIG,Buy,100
2008,10,17,AIG,Sell,100
2008,10,13,AIG,Buy,100
2008,10,20,AIG,Sell,100
2008,10,14,AIG,Buy,100
2008,10,21,AIG,Sell,100
2008,10,15,AIG,Buy,100
2008,10,22,AIG,Sell,100
2008,10,16,AIG,Buy,100
2008,10,23,AIG,Sell,100
2008,10,17,AIG,Buy,100
2008,10,24,AIG,Sell,100
2008,10,20,AIG,Buy,100
2008,10,27,AIG,Sell,100
2008,10,21,AIG,Buy,100
2008,10,28,AIG,Sell,100
2008,10,22,AIG,Buy,100
2008,10,29,AIG,Sell,100
2008,10,23,AIG,Buy,100
2008,10,30,AIG,Sell,100
2008,10,24,AIG,Buy,100
2008,10,31,AIG,Sell,100
2008,10,27,AIG,Buy,100
2008,11,3,AIG,Sell,100
2008,10,28,AIG,Buy,100
2008,11,4,AIG,Sell,100
2008,10,29,AIG,Buy,100
2008,11,5,AIG,Sell,100
2008,10,30,AIG,Buy,100
2008,11,6,AIG,Sell,100
2008,10,31,AIG,Buy,100
2008,11,7,AIG,Sell,100
2008,11,3,AIG,Buy,100
2008,11,10,AIG,Sell,100
2008,11,4,AIG,Buy,100
2008,11,11,AIG,Sell,100
2008,11,5,AIG,Buy,100
2008,11,12,AIG,Sell,100
2008,11,6,AIG,Buy,100
2008,11,13,AIG,Sell,100
2008,11,7,AIG,Buy,100
2008,11,14,AIG,Sell,100
2008,11,10,AIG,Buy,100
2008,11,17,AIG,Sell,100
2008,11,11,AIG,Buy,100
2008,11,18,AIG,Sell,100
2008,11,12,AIG,Buy,100
2008,11,19,AIG,Sell,100
2008,11,13,AIG,Buy,100
2008,11,20,AIG,Sell,100
2008,11,14,AIG,Buy,100
2008,11,21,AIG,Sell,100
2008,11,17,AIG,Buy,100
2008,11,24,AIG,Sell,100
2008,11,18,AIG,Buy,100
2008,11,25,AIG,Sell,100
2008,11,19,AIG,Buy,100
2008,11,26,AIG,Sell,100
2008,11,20,AIG,Buy,100
2008,11,28,AIG,Sell,100
2008,11,21,AIG,Buy,100
2008,12,1,AIG,Sell,100
2008,11,24,AIG,Buy,100
2008,12,2,AIG,Sell,100
2008,11,25,AIG,Buy,100
2008,12,3,AIG,Sell,100
2008,11,26,AIG,Buy,100
2008,12,4,AIG,Sell,100
2008,11,28,AIG,Buy,100
2008,12,5,AIG,Sell,100
2008,12,1,AIG,Buy,100
2008,12,8,AIG,Sell,100
2008,12,2,AIG,Buy,100
2008,12,9,AIG,Sell,100
2008,12,3,AIG,Buy,100
2008,12,10,AIG,Sell,100
2008,12,4,AIG,Buy,100
2008,12,11,AIG,Sell,100
2008,12,5,AIG,Buy,100
2008,12,12,AIG,Sell,100
2008,12,8,AIG,Buy,100
2008,12,15,AIG,Sell,100
2008,12,9,AIG,Buy,100
2008,12,16,AIG,Sell,100
2008,12,10,AIG,Buy,100
2008,12,17,AIG,Sell,100
2008,12,11,AIG,Buy,100
2008,12,18,AIG,Sell,100
2008,12,12,AIG,Buy,100
2008,12,19,AIG,Sell,100
2008,12,15,AIG,Buy,100
2008,12,22,AIG,Sell,100
2008,12,16,AIG,Buy,100
2008,12,23,AIG,Sell,100
2008,12,17,AIG,Buy,100
2008,12,24,AIG,Sell,100
2008,12,18,AIG,Buy,100
2008,12,26,AIG,Sell,100
2008,12,19,AIG,Buy,100
2008,12,29,AIG,Sell,100
2008,12,22,AIG,Buy,100
2008,12,30,AIG,Sell,100
2008,12,23,AIG,Buy,100
2008,12,31,AIG,Sell,100
2008,12,24,AIG,Buy,100
2009,1,2,AIG,Sell,100
2008,12,26,AIG,Buy,100
2009,1,5,AIG,Sell,100
2008,12,29,AIG,Buy,100
2009,1,6,AIG,Sell,100
2008,12,30,AIG,Buy,100
2009,1,7,AIG,Sell,100
2008,12,31,AIG,Buy,100
2009,1,8,AIG,Sell,100
2009,1,2,AIG,Buy,100
2009,1,9,AIG,Sell,100
2009,1,5,AIG,Buy,100
2009,1,12,AIG,Sell,100
2009,1,6,AIG,Buy,100
2009,1,13,AIG,Sell,100
2009,1,7,AIG,Buy,100
2009,1,14,AIG,Sell,100
2009,1,8,AIG,Buy,100
2009,1,15,AIG,Sell,100
2009,1,9,AIG,Buy,100
2009,1,16,AIG,Sell,100
2009,1,12,AIG,Buy,100
2009,1,20,AIG,Sell,100
2009,1,13,AIG,Buy,100
2009,1,21,AIG,Sell,100
2009,1,14,AIG,Buy,100
2009,1,22,AIG,Sell,100
2009,1,15,AIG,Buy,100
2009,1,23,AIG,Sell,100
2009,1,16,AIG,Buy,100
2009,1,26,AIG,Sell,100
2009,1,20,AIG,Buy,100
2009,1,27,AIG,Sell,100
2009,1,21,AIG,Buy,100
2009,1,28,AIG,Sell,100
2009,1,22,AIG,Buy,100
2009,1,29,AIG,Sell,100
2009,1,23,AIG,Buy,100
2009,1,30,AIG,Sell,100
2009,1,26,AIG,Buy,100
2009,2,2,AIG,Sell,100
2009,1,27,AIG,Buy,100
2009,2,3,AIG,Sell,100
2009,1,28,AIG,Buy,100
2009,2,4,AIG,Sell,100
2009,1,29,AIG,Buy,100
2009,2,5,AIG,Sell,100
2009,1,30,AIG,Buy,100
2009,2,6,AIG,Sell,100
2009,2,2,AIG,Buy,100
2009,2,9,AIG,Sell,100
2009,2,3,AIG,Buy,100
2009,2,10,AIG,Sell,100
2009,2,4,AIG,Buy,100
2009,2,11,AIG,Sell,100
2009,2,5,AIG,Buy,100
2009,2,12,AIG,Sell,100
2009,2,6,AIG,Buy,100
2009,2,13,AIG,Sell,100
2009,2,9,AIG,Buy,100
2009,2,17,AIG,Sell,100
2009,2,10,AIG,Buy,100
2009,2,18,AIG,Sell,100
2009,2,11,AIG,Buy,100
2009,2,19,AIG,Sell,100
2009,2,12,AIG,Buy,100
2009,2,20,AIG,Sell,100
2009,2,13,AIG,Buy,100
2009,2,23,AIG,Sell,100
2009,2,17,AIG,Buy,100
2009,2,24,AIG,Sell,100
2009,2,18,AIG,Buy,100
2009,2,25,AIG,Sell,100
2009,2,19,AIG,Buy,100
2009,2,26,AIG,Sell,100
2009,2,20,AIG,Buy,100
2009,2,27,AIG,Sell,100
2009,2,23,AIG,Buy,100
2009,3,2,AIG,Sell,100
2009,2,24,AIG,Buy,100
2009,3,3,AIG,Sell,100
2009,2,25,AIG,Buy,100
2009,3,4,AIG,Sell,100
2009,2,26,AIG,Buy,100
2009,3,5,AIG,Sell,100
2009,2,27,AIG,Buy,100
2009,3,6,AIG,Sell,100
2009,3,2,AIG,Buy,100
2009,3,9,AIG,Sell,100
2009,3,3,AIG,Buy,100
2009,3,10,AIG,Sell,100
2009,3,4,AIG,Buy,100
2009,3,11,AIG,Sell,100
2009,3,5,AIG,Buy,100
2009,3,12,AIG,Sell,100
2009,3,6,AIG,Buy,100
2009,3,13,AIG,Sell,100
2009,3,9,AIG,Buy,100
2009,3,16,AIG,Sell,100
2009,3,10,AIG,Buy,100
2009,3,17,AIG,Sell,100
2009,3,11,AIG,Buy,100
2009,3,18,AIG,Sell,100
2009,3,12,AIG,Buy,100
2009,3,19,AIG,Sell,100
2009,3,13,AIG,Buy,100
2009,3,20,AIG,Sell,100
2009,3,16,AIG,Buy,100
2009,3,23,AIG,Sell,100
2009,3,17,AIG,Buy,100
2009,3,24,AIG,Sell,100
2009,3,18,AIG,Buy,100
2009,3,25,AIG,Sell,100
2009,3,19,AIG,Buy,100
2009,3,26,AIG,Sell,100
2009,3,20,AIG,Buy,100
2009,3,27,AIG,Sell,100
2009,3,23,AIG,Buy,100
2009,3,30,AIG,Sell,100
2009,3,24,AIG,Buy,100
2009,3,31,AIG,Sell,100
2009,3,25,AIG,Buy,100
2009,4,1,AIG,Sell,100
2009,3,26,AIG,Buy,100
2009,4,2,AIG,Sell,100
2009,3,27,AIG,Buy,100
2009,4,3,AIG,Sell,100
2009,3,30,AIG,Buy,100
2009,4,6,AIG,Sell,100
2009,3,31,AIG,Buy,100
2009,4,7,AIG,Sell,100
2009,4,1,AIG,Buy,100
2009,4,8,AIG,Sell,100
2009,4,2,AIG,Buy,100
2009,4,9,AIG,Sell,100
2009,4,3,AIG,Buy,100
2009,4,13,AIG,Sell,100
2009,4,6,AIG,Buy,100
2009,4,14,AIG,Sell,100
2009,4,7,AIG,Buy,100
2009,4,15,AIG,Sell,100
2009,4,8,AIG,Buy,100
2009,4,16,AIG,Sell,100
2009,4,9,AIG,Buy,100
2009,4,17,AIG,Sell,100
2009,4,13,AIG,Buy,100
2009,4,20,AIG,Sell,100
2009,4,14,AIG,Buy,100
2009,4,21,AIG,Sell,100
2009,4,15,AIG,Buy,100
2009,4,22,AIG,Sell,100
2009,4,16,AIG,Buy,100
2009,4,23,AIG,Sell,100
2009,4,17,AIG,Buy,100
2009,4,24,AIG,Sell,100
2009,4,20,AIG,Buy,100
2009,4,27,AIG,Sell,100
2009,4,21,AIG,Buy,100
2009,4,28,AIG,Sell,100
2009,4,22,AIG,Buy,100
2009,4,29,AIG,Sell,100
2009,4,23,AIG,Buy,100
2009,4,30,AIG,Sell,100
2009,4,24,AIG,Buy,100
2009,5,1,AIG,Sell,100
2009,4,27,AIG,Buy,100
2009,5,4,AIG,Sell,100
2009,4,28,AIG,Buy,100
2009,5,5,AIG,Sell,100
2009,4,29,AIG,Buy,100
2009,5,6,AIG,Sell,100
2009,4,30,AIG,Buy,100
2009,5,7,AIG,Sell,100
2009,5,1,AIG,Buy,100
2009,5,8,AIG,Sell,100
2009,5,4,AIG,Buy,100
2009,5,11,AIG,Sell,100
2009,5,5,AIG,Buy,100
2009,5,12,AIG,Sell,100
2009,5,6,AIG,Buy,100
2009,5,13,AIG,Sell,100
2009,5,7,AIG,Buy,100
2009,5,14,AIG,Sell,100
2009,5,8,AIG,Buy,100
2009,5,15,AIG,Sell,100
2009,5,11,AIG,Buy,100
2009,5,18,AIG,Sell,100
2009,5,12,AIG,Buy,100
2009,5,19,AIG,Sell,100
2009,5,13,AIG,Buy,100
2009,5,20,AIG,Sell,100
2009,5,14,AIG,Buy,100
2009,5,21,AIG,Sell,100
2009,5,15,AIG,Buy,100
2009,5,22,AIG,Sell,100
2009,5,18,AIG,Buy,100
2009,5,26,AIG,Sell,100
2009,5,19,AIG,Buy,100
2009,5,27,AIG,Sell,100
2009,5,20,AIG,Buy,100
2009,5,28,AIG,Sell,100
2009,5,21,AIG,Buy,100
2009,5,29,AIG,Sell,100
2009,5,22,AIG,Buy,100
2009,6,1,AIG,Sell,100
2009,5,26,AIG,Buy,100
2009,6,2,AIG,Sell,100
2009,5,27,AIG,Buy,100
